"age","job","marital","education","default_credit","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","term_deposit_subscribed"
"Workforce","technician","married","secondary","no",474,"yes","no","unknown",27,"may",59,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",-149,"no","no","cellular",5,"feb",93,1,8,1,"unknown","no"
"Workforce","technician","single","tertiary","no",1609,"no","yes","unknown",20,"jun",10,19,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",1299,"yes","no","cellular",14,"jul",104,2,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",0,"no","no","cellular",19,"aug",133,2,-1,0,"unknown","no"
"Youth","services","married","secondary","no",31,"yes","no","cellular",24,"jul",71,5,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",4580,"yes","no","cellular",20,"nov",192,2,189,2,"success","no"
"Workforce","blue-collar","divorced","primary","yes",0,"yes","no","telephone",21,"nov",333,3,-1,0,"unknown","no"
"Retired","retired","married","secondary","no",9480,"no","no","cellular",21,"apr",211,1,-1,0,"unknown","yes"
"Workforce","admin.","married","secondary","no",736,"yes","no","unknown",14,"may",74,1,-1,0,"unknown","no"
"Youth","services","single","secondary","no",353,"yes","no","cellular",15,"may",663,1,-1,0,"unknown","yes"
"Workforce","admin.","married","secondary","no",20,"yes","no","unknown",7,"may",124,2,-1,0,"unknown","no"
"Workforce","blue-collar","single","secondary","no",363,"yes","no","unknown",8,"may",183,3,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","primary","yes",210,"yes","no","unknown",13,"may",383,1,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",537,"yes","no","cellular",22,"jul",661,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",3957,"no","yes","cellular",4,"feb",79,2,-1,0,"unknown","no"
"Retired","admin.","divorced","tertiary","no",89,"no","no","cellular",24,"nov",141,2,95,2,"unknown","no"
"Workforce","admin.","divorced","secondary","no",783,"yes","yes","unknown",16,"may",171,2,-1,0,"unknown","no"
"Workforce","self-employed","married","tertiary","no",206,"yes","no","unknown",23,"jul",108,2,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",1685,"yes","no","cellular",8,"may",319,1,368,1,"failure","no"
"Workforce","management","married","tertiary","no",10065,"no","no","unknown",27,"may",50,3,-1,0,"unknown","no"
"Workforce","self-employed","single","tertiary","no",982,"no","no","cellular",11,"aug",176,3,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",393,"no","yes","cellular",17,"dec",103,1,206,1,"failure","no"
"Youth","technician","single","secondary","no",426,"yes","no","telephone",29,"jul",121,6,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",1048,"no","yes","cellular",21,"jul",405,1,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",1379,"yes","no","unknown",30,"may",119,1,-1,0,"unknown","no"
"Workforce","technician","married","unknown","no",0,"yes","no","cellular",12,"may",106,3,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",289,"no","no","cellular",5,"jun",604,1,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",8259,"no","no","cellular",8,"aug",254,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",8139,"yes","no","cellular",18,"aug",256,6,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",3286,"yes","no","cellular",23,"jul",73,2,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",0,"yes","no","unknown",29,"may",211,6,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",816,"yes","no","cellular",26,"may",302,1,40,1,"failure","no"
"Youth","technician","married","tertiary","no",1699,"no","no","cellular",4,"aug",600,1,-1,0,"unknown","yes"
"Youth","technician","married","tertiary","no",79,"yes","no","cellular",20,"aug",78,12,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",297,"yes","no","cellular",25,"jul",218,1,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",755,"yes","no","cellular",17,"feb",120,1,-1,0,"unknown","yes"
"Workforce","technician","married","secondary","no",186,"no","no","cellular",2,"feb",171,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",641,"yes","no","unknown",13,"may",161,1,-1,0,"unknown","no"
"Workforce","admin.","married","unknown","no",2115,"yes","no","unknown",20,"jun",10,3,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",597,"yes","no","unknown",8,"may",223,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",473,"yes","no","cellular",21,"nov",127,2,176,2,"unknown","no"
"Retired","retired","divorced","primary","no",37127,"no","no","cellular",11,"feb",505,1,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",2055,"yes","no","unknown",16,"may",1023,4,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",363,"no","no","cellular",2,"feb",49,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",10884,"no","no","cellular",4,"may",333,2,-1,0,"unknown","yes"
"Retired","admin.","single","secondary","no",3916,"no","no","unknown",18,"jun",18,5,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",968,"no","no","cellular",17,"nov",105,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",2729,"yes","no","cellular",24,"jul",218,2,-1,0,"unknown","no"
"Youth","housemaid","married","primary","no",0,"no","no","telephone",8,"jul",63,3,-1,0,"unknown","no"
"Workforce","entrepreneur","married","secondary","no",1442,"no","no","cellular",18,"nov",280,2,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",196,"no","no","cellular",8,"aug",604,4,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",94,"yes","yes","unknown",20,"jun",22,16,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",460,"no","no","cellular",28,"jan",56,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",2044,"yes","no","cellular",19,"nov",477,1,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",2621,"no","yes","cellular",9,"jul",607,4,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",6164,"no","no","cellular",19,"nov",161,2,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",0,"yes","no","unknown",21,"may",311,1,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",632,"yes","no","cellular",5,"may",248,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",3397,"yes","no","unknown",6,"may",231,1,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",8957,"no","no","cellular",20,"nov",145,1,-1,0,"unknown","no"
"Youth","services","married","secondary","no",-134,"yes","yes","cellular",7,"jul",61,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",403,"yes","no","cellular",8,"may",318,2,338,1,"success","no"
"Workforce","blue-collar","married","secondary","no",1328,"yes","no","unknown",15,"may",100,1,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",0,"no","no","unknown",20,"jun",625,1,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",19,"yes","no","unknown",5,"may",362,4,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",4319,"yes","no","cellular",29,"apr",153,4,161,1,"failure","no"
"Workforce","services","married","tertiary","no",3480,"no","no","cellular",4,"aug",124,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",2269,"yes","no","cellular",12,"aug",73,2,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",593,"yes","no","unknown",5,"may",55,1,-1,0,"unknown","no"
"Youth","services","single","secondary","no",31,"yes","no","cellular",11,"may",82,1,369,3,"unknown","no"
"Workforce","housemaid","married","primary","no",57,"no","no","cellular",22,"aug",212,11,-1,0,"unknown","no"
"Retired","retired","married","primary","no",3324,"no","no","cellular",13,"nov",122,1,92,3,"success","yes"
"Workforce","unemployed","divorced","secondary","no",6322,"no","no","unknown",8,"may",184,1,-1,0,"unknown","no"
"Youth","admin.","divorced","secondary","no",1320,"yes","yes","unknown",8,"may",489,1,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",-181,"yes","no","unknown",7,"may",94,2,-1,0,"unknown","no"
"Youth","technician","single","tertiary","no",411,"no","no","cellular",21,"apr",142,1,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",553,"no","no","cellular",11,"aug",106,2,-1,0,"unknown","no"
"Workforce","entrepreneur","divorced","tertiary","no",223,"no","no","cellular",7,"jul",264,5,-1,0,"unknown","no"
"Workforce","blue-collar","single","tertiary","yes",-517,"no","yes","cellular",10,"jul",340,1,-1,0,"unknown","no"
"Youth","services","single","secondary","no",2,"yes","no","cellular",6,"may",403,4,-1,0,"unknown","no"
"Youth","student","single","secondary","no",4038,"yes","no","cellular",15,"may",1380,1,-1,0,"unknown","no"
"Workforce","admin.","single","secondary","no",-247,"yes","yes","cellular",2,"feb",751,2,76,4,"failure","yes"
"Youth","management","single","tertiary","no",1761,"yes","no","telephone",29,"jul",332,3,440,3,"failure","yes"
"Workforce","management","married","tertiary","no",-120,"yes","no","cellular",11,"may",148,1,367,2,"failure","no"
"Workforce","retired","married","secondary","no",3846,"yes","yes","unknown",19,"jun",216,2,-1,0,"unknown","no"
"Workforce","housemaid","married","tertiary","no",3,"no","no","cellular",4,"aug",142,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",779,"yes","no","cellular",11,"may",240,1,-1,0,"unknown","no"
"Youth","student","single","secondary","no",526,"no","no","cellular",1,"jul",174,1,199,3,"failure","no"
"Workforce","services","married","secondary","no",514,"yes","no","cellular",2,"feb",109,1,186,3,"failure","no"
"Youth","management","single","tertiary","no",6321,"yes","no","unknown",2,"jun",204,5,-1,0,"unknown","no"
"Workforce","management","divorced","secondary","no",0,"no","no","cellular",17,"jul",395,3,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",102,"yes","no","unknown",7,"may",614,2,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",1441,"yes","no","cellular",4,"feb",80,2,-1,0,"unknown","yes"
"Workforce","entrepreneur","divorced","tertiary","no",275,"no","yes","unknown",5,"jun",34,1,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",11146,"no","no","unknown",6,"jun",136,1,-1,0,"unknown","no"
"Youth","services","married","secondary","no",868,"no","no","cellular",6,"feb",36,1,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",-395,"yes","no","cellular",5,"may",894,1,-1,0,"unknown","yes"
"Workforce","admin.","divorced","secondary","no",984,"yes","no","cellular",12,"may",181,4,369,5,"failure","no"
"Workforce","blue-collar","single","primary","no",0,"yes","yes","cellular",8,"may",84,1,290,1,"failure","no"
"Youth","technician","single","tertiary","no",364,"no","yes","cellular",30,"jan",162,3,205,3,"failure","no"
"Workforce","services","married","primary","no",266,"yes","no","cellular",4,"aug",376,2,-1,0,"unknown","no"
"Workforce","unknown","married","primary","no",142,"no","no","unknown",12,"jun",90,3,-1,0,"unknown","no"
"Youth","management","married","secondary","no",231,"no","no","cellular",14,"may",1075,1,14,1,"failure","yes"
"Workforce","blue-collar","married","primary","no",201,"yes","no","cellular",3,"feb",157,1,-1,0,"unknown","yes"
"Workforce","blue-collar","married","secondary","no",1042,"yes","no","unknown",8,"may",58,2,-1,0,"unknown","no"
"Youth","student","single","unknown","no",2281,"no","no","cellular",8,"sep",221,1,-1,0,"unknown","no"
"Youth","admin.","single","tertiary","no",1185,"no","no","cellular",15,"jun",135,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",944,"yes","yes","unknown",4,"jun",292,1,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","yes",-207,"yes","no","unknown",3,"jun",277,1,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",498,"yes","no","unknown",21,"may",248,1,-1,0,"unknown","no"
"Workforce","services","married","primary","no",860,"no","no","cellular",25,"jul",80,1,-1,0,"unknown","no"
"Workforce","entrepreneur","married","tertiary","no",-43,"no","no","unknown",12,"may",138,8,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",36,"no","yes","cellular",13,"may",133,1,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",374,"yes","yes","telephone",7,"aug",72,5,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",726,"no","no","unknown",17,"jun",60,3,-1,0,"unknown","no"
"Workforce","technician","divorced","secondary","no",145,"no","yes","unknown",16,"jun",420,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","unknown","no",3373,"yes","no","unknown",13,"may",156,1,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",-208,"yes","yes","unknown",9,"may",325,1,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",454,"yes","no","cellular",10,"jul",114,1,-1,0,"unknown","no"
"Workforce","services","married","primary","no",3016,"yes","yes","cellular",3,"feb",142,1,-1,0,"unknown","no"
"Workforce","self-employed","married","primary","no",185,"yes","no","unknown",29,"may",513,3,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",-495,"yes","yes","cellular",11,"may",51,6,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",272,"no","no","unknown",11,"jun",222,2,-1,0,"unknown","no"
"Workforce","self-employed","divorced","secondary","yes",-103,"no","yes","unknown",5,"jun",210,3,-1,0,"unknown","no"
"Workforce","entrepreneur","married","secondary","yes",624,"no","yes","unknown",30,"jun",50,1,-1,0,"unknown","no"
"Youth","admin.","married","tertiary","no",654,"no","no","cellular",28,"jan",198,1,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",0,"no","yes","cellular",11,"oct",195,1,104,5,"failure","no"
"Workforce","technician","married","secondary","no",284,"no","no","cellular",1,"jun",781,1,-1,0,"unknown","yes"
"Workforce","technician","married","secondary","no",10179,"yes","no","unknown",9,"jun",179,2,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",1319,"yes","no","cellular",11,"may",305,1,-1,0,"unknown","no"
"Youth","services","married","secondary","no",-454,"yes","no","unknown",12,"may",24,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",1199,"no","no","telephone",3,"feb",221,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",310,"yes","no","unknown",7,"may",474,1,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",16,"yes","no","cellular",8,"apr",903,1,-1,0,"unknown","yes"
"Workforce","management","married","tertiary","no",466,"yes","no","cellular",11,"jul",92,2,-1,0,"unknown","no"
"Workforce","services","divorced","secondary","no",339,"yes","no","cellular",7,"may",43,3,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",69,"no","no","unknown",11,"jun",113,1,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",1659,"no","no","cellular",12,"aug",126,2,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",723,"no","yes","cellular",17,"jul",235,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",1954,"yes","yes","cellular",10,"sep",107,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",522,"no","no","cellular",15,"jun",79,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",-225,"yes","no","cellular",6,"may",319,2,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",0,"no","no","unknown",6,"jun",373,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",51,"no","no","cellular",19,"aug",164,2,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",394,"yes","yes","cellular",31,"jul",75,3,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",1661,"yes","no","unknown",23,"jun",123,2,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",582,"yes","no","cellular",24,"jul",114,4,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",445,"yes","no","unknown",7,"may",202,2,-1,0,"unknown","no"
"Workforce","technician","married","primary","no",117,"yes","no","unknown",7,"may",84,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",233,"yes","no","unknown",19,"may",220,3,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",206,"yes","no","cellular",30,"apr",144,2,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",659,"no","no","cellular",27,"oct",113,1,-1,0,"unknown","yes"
"Workforce","management","married","tertiary","no",29,"no","yes","cellular",16,"jul",294,1,-1,0,"unknown","no"
"Workforce","housemaid","divorced","primary","no",259,"no","no","cellular",31,"jul",166,4,-1,0,"unknown","no"
"Workforce","housemaid","married","secondary","no",110,"no","no","cellular",25,"may",167,1,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",964,"no","no","cellular",3,"feb",66,3,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",-222,"yes","no","unknown",5,"jun",221,1,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",146,"yes","yes","unknown",3,"jun",199,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",114,"no","no","cellular",13,"aug",342,1,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",1156,"yes","no","unknown",23,"may",234,2,-1,0,"unknown","no"
"Youth","management","single","tertiary","yes",1414,"yes","no","cellular",8,"jul",294,1,521,1,"failure","yes"
"Workforce","blue-collar","married","secondary","no",5553,"no","yes","unknown",9,"jun",589,1,-1,0,"unknown","no"
"Retired","retired","married","tertiary","no",701,"no","no","cellular",6,"aug",254,2,-1,0,"unknown","yes"
"Workforce","services","married","secondary","no",1150,"no","yes","cellular",23,"jul",218,3,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",828,"yes","no","cellular",14,"may",214,1,349,1,"failure","no"
"Retired","housemaid","married","primary","no",715,"no","no","cellular",11,"mar",323,1,-1,0,"unknown","yes"
"Retired","retired","divorced","primary","no",1926,"no","no","cellular",9,"sep",761,1,93,5,"unknown","no"
"Workforce","blue-collar","married","secondary","no",0,"yes","no","cellular",14,"may",125,5,-1,0,"unknown","no"
"Youth","services","single","secondary","no",278,"no","no","cellular",28,"may",95,3,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",0,"yes","no","cellular",13,"may",1073,1,-1,0,"unknown","yes"
"Youth","management","single","tertiary","no",0,"no","no","cellular",25,"aug",191,5,-1,0,"unknown","no"
"Youth","services","divorced","secondary","no",1600,"yes","yes","unknown",30,"may",288,3,-1,0,"unknown","no"
"Retired","retired","single","tertiary","no",791,"no","no","cellular",21,"oct",212,2,-1,0,"unknown","yes"
"Workforce","admin.","divorced","secondary","no",887,"yes","no","unknown",13,"may",169,2,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",-627,"yes","no","unknown",26,"may",373,2,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",275,"no","no","cellular",18,"nov",348,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",321,"yes","no","unknown",11,"jun",59,8,-1,0,"unknown","no"
"Workforce","admin.","single","primary","no",-171,"yes","no","unknown",5,"may",242,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",235,"yes","no","unknown",14,"may",181,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",1720,"yes","yes","cellular",18,"jul",104,1,-1,0,"unknown","no"
"Workforce","services","single","tertiary","no",72,"yes","no","unknown",8,"may",80,1,-1,0,"unknown","no"
"Workforce","unemployed","single","tertiary","no",97,"yes","yes","cellular",2,"feb",73,1,252,1,"failure","no"
"Workforce","technician","married","secondary","no",1629,"no","no","cellular",18,"aug",58,4,-1,0,"unknown","no"
"Youth","self-employed","married","secondary","no",273,"no","no","unknown",20,"jun",28,4,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",12212,"no","no","cellular",19,"nov",100,3,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",0,"no","no","cellular",28,"aug",12,13,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","yes",-575,"yes","no","cellular",14,"may",24,6,346,9,"failure","no"
"Workforce","blue-collar","married","primary","no",333,"yes","no","unknown",13,"may",160,3,-1,0,"unknown","no"
"Workforce","blue-collar","single","tertiary","no",1830,"no","no","cellular",15,"jul",185,5,181,6,"failure","no"
"Youth","blue-collar","married","secondary","no",274,"yes","no","unknown",20,"may",190,1,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",827,"no","yes","unknown",20,"jun",294,2,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",795,"yes","no","unknown",27,"may",209,2,-1,0,"unknown","no"
"Workforce","self-employed","married","tertiary","no",4411,"yes","no","cellular",19,"nov",85,1,-1,0,"unknown","no"
"Workforce","entrepreneur","married","secondary","no",860,"yes","yes","cellular",15,"jul",131,5,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",1248,"no","no","cellular",8,"jul",359,1,-1,0,"unknown","no"
"Workforce","unemployed","married","secondary","no",817,"no","no","cellular",7,"apr",721,4,-1,0,"unknown","yes"
"Workforce","management","married","unknown","no",353,"no","yes","cellular",25,"jul",171,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",93,"no","no","cellular",12,"jul",262,2,182,7,"failure","yes"
"Workforce","retired","married","secondary","no",3948,"no","no","cellular",3,"apr",484,1,135,3,"failure","no"
"Youth","blue-collar","married","secondary","no",294,"yes","no","unknown",14,"may",594,2,-1,0,"unknown","no"
"Youth","entrepreneur","married","tertiary","no",1636,"no","no","cellular",31,"jul",8,25,-1,0,"unknown","no"
"Workforce","blue-collar","married","unknown","no",728,"yes","no","cellular",25,"jul",130,2,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",-112,"no","no","cellular",29,"jul",394,4,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",5,"no","no","cellular",7,"apr",66,1,330,1,"failure","no"
"Youth","admin.","divorced","primary","no",9569,"yes","no","unknown",9,"may",43,2,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",1347,"yes","yes","unknown",12,"jun",582,1,-1,0,"unknown","no"
"Youth","services","single","secondary","no",210,"yes","no","unknown",20,"may",507,1,-1,0,"unknown","no"
"Youth","services","single","secondary","no",100,"yes","no","cellular",14,"may",11,8,297,7,"unknown","no"
"Workforce","blue-collar","married","primary","no",1452,"yes","yes","cellular",4,"aug",166,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",408,"no","no","unknown",9,"jun",253,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",173,"no","no","cellular",28,"aug",32,8,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",8897,"yes","no","cellular",12,"aug",865,2,-1,0,"unknown","yes"
"Youth","services","married","secondary","no",407,"yes","no","cellular",15,"apr",80,3,-1,0,"unknown","no"
"Workforce","self-employed","married","secondary","no",306,"no","no","unknown",19,"jun",37,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",137,"no","no","unknown",20,"jun",252,3,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",2171,"yes","yes","telephone",18,"nov",1034,1,-1,0,"unknown","yes"
"Workforce","blue-collar","divorced","secondary","no",-54,"no","no","cellular",24,"jul",513,3,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",6284,"yes","no","cellular",17,"nov",41,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",1027,"yes","no","cellular",15,"may",12,5,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",579,"yes","no","unknown",28,"may",225,4,-1,0,"unknown","no"
"Workforce","technician","divorced","secondary","no",1005,"yes","no","cellular",2,"jun",195,1,-1,0,"unknown","yes"
"Youth","admin.","married","secondary","no",645,"yes","no","unknown",19,"may",420,1,-1,0,"unknown","no"
"Youth","admin.","single","tertiary","no",153,"yes","no","cellular",13,"may",37,3,302,3,"unknown","no"
"Workforce","self-employed","single","tertiary","no",428,"yes","no","cellular",11,"may",106,1,-1,0,"unknown","no"
"Workforce","retired","divorced","secondary","no",514,"yes","no","cellular",17,"nov",573,1,188,1,"unknown","no"
"Workforce","admin.","married","secondary","no",281,"yes","no","unknown",15,"may",118,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",74,"yes","yes","unknown",27,"may",146,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",942,"no","no","cellular",21,"nov",8,5,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",1001,"no","yes","cellular",24,"jul",178,2,-1,0,"unknown","no"
"Workforce","housemaid","married","secondary","no",38,"no","no","cellular",27,"may",181,3,183,1,"success","yes"
"Youth","technician","married","secondary","no",0,"no","no","cellular",14,"jul",125,2,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",169,"yes","no","cellular",12,"may",85,4,350,1,"failure","no"
"Youth","blue-collar","married","primary","no",102,"yes","no","unknown",20,"may",1334,1,-1,0,"unknown","yes"
"Workforce","blue-collar","single","secondary","no",0,"yes","no","cellular",21,"jul",292,8,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",630,"no","no","unknown",9,"jun",443,2,-1,0,"unknown","no"
"Workforce","self-employed","married","tertiary","no",1672,"no","no","cellular",23,"jul",438,1,-1,0,"unknown","no"
"Workforce","retired","married","tertiary","no",1292,"no","no","cellular",24,"mar",89,1,-1,0,"unknown","no"
"Workforce","technician","divorced","secondary","no",217,"yes","yes","cellular",26,"may",176,1,-1,0,"unknown","no"
"Workforce","housemaid","married","secondary","no",0,"no","no","cellular",17,"nov",56,1,-1,0,"unknown","no"
"Youth","housemaid","married","secondary","no",3469,"no","no","cellular",7,"aug",306,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",5,"yes","no","cellular",15,"may",364,2,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",1377,"no","no","cellular",8,"apr",548,2,-1,0,"unknown","yes"
"Retired","housemaid","married","primary","no",1080,"no","no","cellular",22,"apr",164,2,-1,0,"unknown","no"
"Youth","technician","single","secondary","yes",-397,"yes","no","unknown",28,"may",114,1,-1,0,"unknown","no"
"Workforce","housemaid","married","tertiary","no",0,"no","yes","cellular",29,"jul",376,2,-1,0,"unknown","no"
"Retired","retired","married","secondary","no",723,"no","no","telephone",22,"jun",295,3,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",413,"yes","no","cellular",19,"nov",270,1,-1,0,"unknown","no"
"Workforce","retired","married","primary","no",136,"yes","no","unknown",6,"may",267,2,-1,0,"unknown","no"
"Youth","unemployed","single","secondary","no",0,"no","no","cellular",30,"jul",740,3,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",282,"yes","no","unknown",26,"jun",301,4,-1,0,"unknown","no"
"Youth","admin.","divorced","secondary","no",534,"no","no","cellular",15,"may",669,1,312,3,"failure","yes"
"Workforce","admin.","married","secondary","no",16517,"no","no","cellular",15,"mar",549,5,203,4,"failure","no"
"Workforce","services","married","secondary","no",1357,"yes","yes","unknown",5,"may",250,1,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",274,"no","no","cellular",8,"aug",173,3,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",2143,"yes","no","unknown",5,"may",261,1,-1,0,"unknown","no"
"Workforce","housemaid","married","secondary","no",962,"yes","no","cellular",29,"oct",288,3,-1,0,"unknown","yes"
"Workforce","management","married","tertiary","no",1147,"no","no","cellular",2,"jun",654,1,95,1,"failure","yes"
"Workforce","unknown","married","unknown","no",1317,"no","no","unknown",12,"jun",58,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",0,"yes","yes","cellular",21,"nov",266,6,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",1049,"yes","no","cellular",14,"may",224,4,-1,0,"unknown","yes"
"Workforce","management","married","tertiary","no",547,"no","no","cellular",5,"aug",112,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",203,"no","no","cellular",21,"nov",70,1,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",0,"no","no","cellular",19,"aug",141,2,-1,0,"unknown","no"
"Workforce","retired","married","primary","no",4,"no","no","cellular",21,"jul",50,5,-1,0,"unknown","no"
